user,timestamp,requested_page,referrer_page
138,2019-07-01 04:58:01,157,173
580,2019-07-02 15:38:46,161,148
657,2019-07-01 21:50:16,32,150
838,2019-07-01 17:47:55,30,189
197,2019-07-03 09:20:56,116,150
27,2019-07-02 11:53:19,166,105
194,2019-07-03 06:49:44,164,127
181,2019-07-01 04:08:54,62,16
130,2019-07-02 06:34:40,81,103
80,2019-07-01 10:34:44,34,91
40,2019-07-01 04:03:14,165,106
509,2019-07-01 01:37:43,29,117
605,2019-07-02 20:12:43,175,133
896,2019-07-02 22:26:29,82,111
711,2019-07-03 02:13:29,6,55
716,2019-07-03 19:00:15,61,80
44,2019-07-01 23:55:34,40,159
556,2019-07-03 18:30:24,47,77
84,2019-07-01 19:26:47,132,92
785,2019-07-03 05:48:26,8,106
475,2019-07-03 20:07:24,82,167
614,2019-07-02 09:55:01,150,102
426,2019-07-03 16:00:03,82,191
82,2019-07-01 22:59:49,128,34
703,2019-07-03 03:32:34,76,127
28,2019-07-02 17:19:53,152,85
310,2019-07-01 16:37:00,68,76
291,2019-07-03 02:25:47,176,24
779,2019-07-03 04:30:49,80,46
227,2019-07-03 21:42:07,192,89
913,2019-07-01 02:41:47,195,118
650,2019-07-02 17:25:30,101,27
342,2019-07-01 17:25:56,111,153
837,2019-07-01 01:34:04,168,8
308,2019-07-01 20:01:43,95,192
554,2019-07-03 21:39:38,172,78
767,2019-07-01 21:39:45,122,20
154,2019-07-03 17:35:11,23,58
921,2019-07-02 00:22:57,86,0
115,2019-07-01 03:10:52,58,101
653,2019-07-03 19:52:30,42,117
48,2019-07-03 05:41:26,174,48
320,2019-07-02 13:53:57,71,174
49,2019-07-03 22:36:23,6,17
63,2019-07-02 19:57:15,69,130
539,2019-07-01 23:10:01,40,199
804,2019-07-03 20:35:45,45,125
760,2019-07-03 23:25:07,93,116
835,2019-07-02 17:43:23,153,74
125,2019-07-02 22:04:58,129,145
686,2019-07-01 01:26:02,137,130
722,2019-07-02 10:49:22,25,2
336,2019-07-03 12:00:03,122,91
721,2019-07-02 23:43:10,165,90
383,2019-07-03 07:48:20,44,146
341,2019-07-01 13:53:30,188,51
425,2019-07-03 05:50:44,172,19
970,2019-07-02 07:18:45,79,167
889,2019-07-01 22:14:47,87,93
710,2019-07-02 12:00:16,131,34
325,2019-07-01 16:49:33,61,193
722,2019-07-03 19:58:16,172,22
518,2019-07-01 08:06:21,101,86
260,2019-07-01 15:10:12,138,136
844,2019-07-02 11:25:29,179,46
460,2019-07-02 15:05:38,85,38
267,2019-07-02 18:29:59,10,42
55,2019-07-01 01:54:28,141,155
544,2019-07-01 05:24:35,63,59
421,2019-07-03 13:22:43,78,186
520,2019-07-01 23:35:03,32,170
357,2019-07-01 05:44:47,155,140
974,2019-07-03 10:23:29,20,183
650,2019-07-03 22:24:51,148,3
406,2019-07-02 09:15:39,120,71
522,2019-07-03 14:17:07,186,120
476,2019-07-01 06:59:41,12,144
442,2019-07-01 04:22:28,64,32
796,2019-07-02 21:27:57,150,153
535,2019-07-01 08:55:34,116,177
631,2019-07-01 14:58:48,70,115
566,2019-07-03 11:29:59,77,21
349,2019-07-03 13:04:36,15,43
170,2019-07-01 11:41:14,83,15
564,2019-07-01 03:34:33,55,70
950,2019-07-01 05:01:05,66,152
388,2019-07-03 09:57:28,179,127
259,2019-07-03 23:41:10,186,173
154,2019-07-02 19:39:02,197,100
694,2019-07-02 06:08:54,172,47
997,2019-07-01 00:31:50,24,38
691,2019-07-03 19:58:55,99,128
137,2019-07-01 13:30:04,122,128
930,2019-07-01 13:00:57,51,86
82,2019-07-01 17:30:13,17,42
494,2019-07-03 00:25:42,198,100
209,2019-07-03 11:32:02,168,96
577,2019-07-03 18:59:04,119,166
542,2019-07-01 08:58:49,99,180
125,2019-07-02 00:20:50,98,26
373,2019-07-01 03:26:40,88,157
712,2019-07-01 01:41:19,33,167
739,2019-07-01 10:35:49,138,164
449,2019-07-02 22:58:07,17,90
513,2019-07-02 03:59:09,182,150
224,2019-07-03 21:18:35,102,70
12,2019-07-01 10:26:29,193,108
983,2019-07-02 23:11:47,104,179
399,2019-07-01 03:48:37,191,97
134,2019-07-03 04:44:20,46,54
595,2019-07-02 11:10:42,160,67
900,2019-07-02 20:17:56,96,8
703,2019-07-01 06:45:20,31,143
723,2019-07-01 21:54:19,93,80
860,2019-07-01 02:10:19,125,77
661,2019-07-02 15:53:38,174,25
731,2019-07-03 23:31:00,191,40
995,2019-07-03 17:10:19,105,19
990,2019-07-01 02:06:42,98,81
547,2019-07-01 04:28:40,136,19
889,2019-07-02 17:53:59,57,73
303,2019-07-03 02:38:25,151,45
343,2019-07-01 01:53:07,111,118
62,2019-07-03 00:31:04,19,0
527,2019-07-01 18:05:48,185,124
182,2019-07-02 07:02:49,134,106
194,2019-07-02 10:47:01,167,79
854,2019-07-02 03:01:50,26,118
221,2019-07-03 08:26:14,150,4
12,2019-07-01 01:10:53,75,153
100,2019-07-02 13:33:39,30,43
638,2019-07-01 15:47:03,134,16
699,2019-07-03 23:51:20,19,103
994,2019-07-01 14:19:20,133,191
485,2019-07-03 01:32:15,153,136
406,2019-07-02 16:18:29,57,75
987,2019-07-03 21:48:14,19,125
460,2019-07-02 16:43:56,133,44
470,2019-07-02 08:52:42,15,44
66,2019-07-03 22:24:16,161,61
158,2019-07-02 05:01:15,151,174
529,2019-07-02 17:18:32,77,130
985,2019-07-03 07:58:41,115,15
940,2019-07-01 13:10:04,163,193
839,2019-07-02 08:49:20,101,181
938,2019-07-03 05:46:21,26,88
676,2019-07-03 12:28:22,156,15
670,2019-07-02 19:32:45,149,95
950,2019-07-03 10:41:43,82,69
295,2019-07-01 07:09:21,180,189
691,2019-07-03 14:17:28,97,131
453,2019-07-02 08:38:33,185,32
861,2019-07-03 16:08:19,65,50
777,2019-07-02 10:19:59,42,11
221,2019-07-02 09:50:54,5,64
225,2019-07-01 06:19:27,31,116
936,2019-07-02 17:15:03,93,192
784,2019-07-03 14:12:31,118,133
917,2019-07-01 23:00:22,84,31
427,2019-07-01 18:26:26,161,47
379,2019-07-02 22:26:54,181,159
537,2019-07-02 18:46:07,163,164
455,2019-07-02 14:15:47,188,15
477,2019-07-01 01:35:12,189,70
479,2019-07-01 10:36:01,7,190
262,2019-07-01 00:01:04,50,199
915,2019-07-02 19:44:45,78,4
277,2019-07-01 07:26:39,39,53
466,2019-07-02 13:52:29,143,91
980,2019-07-03 23:57:21,160,86
894,2019-07-03 19:04:48,189,152
964,2019-07-03 04:50:56,12,195
330,2019-07-01 10:13:42,42,142
669,2019-07-02 15:58:01,167,34
76,2019-07-03 07:28:18,145,133
494,2019-07-03 02:40:04,51,30
869,2019-07-02 07:37:19,161,31
217,2019-07-03 02:45:08,182,74
654,2019-07-02 05:10:14,150,160
105,2019-07-03 16:15:08,5,45
702,2019-07-02 06:06:49,18,106
224,2019-07-01 04:38:44,161,9
217,2019-07-01 14:05:33,95,101
498,2019-07-01 19:28:05,51,45
962,2019-07-02 02:55:53,82,64
6,2019-07-03 11:56:30,166,172
258,2019-07-03 06:40:28,171,143
701,2019-07-02 13:36:54,43,190
617,2019-07-02 05:38:05,98,32
587,2019-07-01 18:47:12,136,68
145,2019-07-03 09:53:46,16,31
639,2019-07-01 17:37:23,63,101
758,2019-07-02 13:53:01,162,115
281,2019-07-01 17:58:53,105,137
582,2019-07-03 05:34:28,56,19
288,2019-07-03 12:15:56,33,142
725,2019-07-03 05:39:25,118,30
959,2019-07-02 05:44:07,63,90
691,2019-07-02 22:07:12,5,176
951,2019-07-03 09:30:10,135,41
409,2019-07-01 22:46:01,110,168
963,2019-07-03 03:16:42,70,107
507,2019-07-01 11:51:15,47,187
589,2019-07-02 22:49:13,179,153
332,2019-07-01 21:37:37,183,2
983,2019-07-01 07:45:06,85,0
887,2019-07-03 17:34:45,117,88
630,2019-07-02 01:01:01,53,125
184,2019-07-01 01:25:11,18,185
829,2019-07-03 06:35:26,21,158
508,2019-07-01 21:39:47,84,24
852,2019-07-03 22:54:23,183,183
889,2019-07-02 03:43:36,113,32
680,2019-07-02 09:09:20,64,13
999,2019-07-03 01:28:53,176,48
583,2019-07-01 06:41:24,93,51
842,2019-07-01 22:56:54,72,83
878,2019-07-03 11:36:09,175,130
443,2019-07-03 15:26:53,50,65
774,2019-07-02 23:29:41,9,65
986,2019-07-02 20:13:57,7,191
104,2019-07-02 06:55:28,165,157
251,2019-07-01 01:15:33,111,104
659,2019-07-03 15:16:27,66,156
636,2019-07-01 05:58:46,34,110
594,2019-07-01 05:21:35,126,162
494,2019-07-03 04:17:27,7,144
543,2019-07-03 09:41:52,164,127
139,2019-07-03 13:40:46,49,116
29,2019-07-03 22:58:47,29,196
58,2019-07-01 17:59:18,176,158
247,2019-07-01 00:06:04,75,90
270,2019-07-02 05:29:18,172,132
262,2019-07-02 08:02:37,166,189
453,2019-07-03 13:05:42,36,137
971,2019-07-03 14:27:14,141,64
902,2019-07-03 20:06:08,133,117
439,2019-07-01 22:55:13,115,129
894,2019-07-01 10:06:14,155,129
317,2019-07-01 07:37:22,152,147
363,2019-07-03 07:49:19,11,153
934,2019-07-02 23:34:46,157,199
848,2019-07-01 00:44:56,195,77
867,2019-07-02 08:54:52,169,173
588,2019-07-02 15:41:47,71,64
446,2019-07-03 12:17:21,32,91
282,2019-07-01 07:53:11,38,186
178,2019-07-01 01:19:22,147,144
871,2019-07-03 15:50:20,185,135
310,2019-07-01 10:14:19,24,74
534,2019-07-02 07:27:03,57,71
132,2019-07-01 12:28:12,197,83
532,2019-07-03 12:05:37,171,70
443,2019-07-03 04:03:21,132,51
335,2019-07-01 12:21:57,25,127
474,2019-07-03 23:01:16,163,195
336,2019-07-02 21:46:48,75,34
454,2019-07-02 10:44:44,53,8
605,2019-07-02 00:03:42,90,35
864,2019-07-02 11:14:09,11,115
440,2019-07-03 15:02:07,182,143
858,2019-07-01 06:51:36,135,75
800,2019-07-01 08:05:10,155,197
595,2019-07-02 13:34:22,60,59
637,2019-07-01 14:18:10,154,132
404,2019-07-03 03:44:29,88,132
292,2019-07-03 22:48:35,160,71
919,2019-07-03 21:21:16,155,137
152,2019-07-03 08:32:07,46,170
125,2019-07-03 04:14:53,92,39
568,2019-07-02 23:00:32,79,50
598,2019-07-01 01:32:35,8,3
1,2019-07-02 11:36:45,126,86
25,2019-07-03 16:02:09,121,195
181,2019-07-03 11:22:41,198,188
650,2019-07-02 12:23:45,176,17
96,2019-07-02 12:01:42,119,39
211,2019-07-03 07:01:00,177,5
116,2019-07-02 19:24:59,65,2
870,2019-07-02 10:06:00,131,102
65,2019-07-03 07:21:09,71,47
472,2019-07-02 03:33:36,139,150
78,2019-07-02 03:56:28,122,39
600,2019-07-02 02:56:40,20,64
498,2019-07-03 01:12:20,165,26
301,2019-07-02 23:34:53,127,15
420,2019-07-01 02:50:32,181,57
480,2019-07-02 00:26:45,120,108
143,2019-07-03 07:10:50,152,170
739,2019-07-02 06:37:39,36,125
175,2019-07-02 04:36:49,131,107
767,2019-07-03 21:20:17,34,138
726,2019-07-03 17:11:04,87,174
155,2019-07-03 02:12:36,196,163
322,2019-07-02 10:19:49,116,90
729,2019-07-02 14:55:15,50,49
873,2019-07-01 12:13:21,84,178
624,2019-07-01 20:53:59,122,183
914,2019-07-03 11:28:32,44,38
867,2019-07-02 21:46:24,27,29
229,2019-07-03 19:46:38,91,40
905,2019-07-02 01:30:44,39,63
131,2019-07-01 02:03:31,38,155
602,2019-07-01 23:13:06,78,142
299,2019-07-03 13:43:03,188,107
144,2019-07-02 13:33:58,101,4
280,2019-07-02 07:36:55,196,62
44,2019-07-01 10:46:16,130,113
823,2019-07-03 22:19:16,99,17
691,2019-07-01 12:46:07,176,17
516,2019-07-03 03:50:17,178,183
86,2019-07-02 12:06:53,190,106
11,2019-07-01 10:13:26,111,171
334,2019-07-03 04:26:29,4,106
971,2019-07-03 08:08:02,199,45
703,2019-07-02 13:37:13,64,25
272,2019-07-02 22:11:59,137,199
737,2019-07-03 19:02:19,141,180
149,2019-07-02 14:03:37,61,164
461,2019-07-01 06:38:48,145,164
410,2019-07-02 20:35:16,100,68
504,2019-07-01 15:06:23,38,170
564,2019-07-03 18:38:21,53,127
789,2019-07-03 18:59:36,101,146
473,2019-07-03 06:02:48,10,191
45,2019-07-03 03:47:49,137,78
523,2019-07-03 10:51:31,0,1
683,2019-07-01 20:18:53,116,34
29,2019-07-02 10:14:14,70,164
96,2019-07-03 12:48:28,85,174
834,2019-07-01 17:40:29,106,186
653,2019-07-03 03:13:50,14,193
677,2019-07-01 00:38:47,44,58
854,2019-07-03 18:45:54,36,122
920,2019-07-01 21:45:51,12,17
67,2019-07-02 19:49:47,65,177
798,2019-07-03 16:58:02,8,92
460,2019-07-02 01:26:06,180,179
382,2019-07-02 17:09:27,57,56
766,2019-07-03 00:01:33,23,195
598,2019-07-03 10:35:53,144,137
284,2019-07-03 01:07:08,79,139
899,2019-07-03 12:22:19,46,100
150,2019-07-02 23:20:51,157,127
761,2019-07-02 11:56:40,85,108
996,2019-07-03 21:50:33,83,189
541,2019-07-02 22:02:08,72,104
73,2019-07-03 07:26:04,29,98
272,2019-07-02 18:05:35,76,199
250,2019-07-03 19:16:35,184,91
215,2019-07-03 16:39:38,115,171
107,2019-07-02 14:31:39,172,52
415,2019-07-03 16:44:27,103,13
554,2019-07-02 22:13:33,6,75
217,2019-07-03 07:52:42,69,114
713,2019-07-03 18:35:43,138,62
282,2019-07-02 05:40:42,113,48
819,2019-07-01 09:41:25,183,102
348,2019-07-02 11:25:36,127,134
901,2019-07-01 07:05:02,102,72
527,2019-07-02 02:48:58,8,133
148,2019-07-02 23:50:01,120,41
79,2019-07-02 04:36:54,74,60
455,2019-07-01 06:46:01,5,99
122,2019-07-01 16:51:30,182,58
15,2019-07-01 04:43:45,22,191
47,2019-07-02 05:35:37,33,104
249,2019-07-01 18:41:35,146,73
636,2019-07-02 17:35:43,57,28
712,2019-07-03 05:09:48,139,161
474,2019-07-02 12:08:29,57,98
60,2019-07-02 04:33:26,185,90
265,2019-07-03 03:37:18,68,195
64,2019-07-01 02:13:17,96,48
21,2019-07-01 05:21:17,193,158
587,2019-07-01 17:28:24,54,96
602,2019-07-02 15:40:02,84,158
90,2019-07-01 19:44:27,98,28
789,2019-07-03 21:16:02,157,198
84,2019-07-02 06:33:50,16,103
415,2019-07-02 21:32:42,25,29
454,2019-07-03 23:39:24,147,165
699,2019-07-01 10:40:07,8,90
175,2019-07-03 08:56:46,106,23
29,2019-07-02 18:16:57,195,35
689,2019-07-03 23:36:23,131,175
122,2019-07-02 15:24:25,105,152
587,2019-07-02 17:08:15,57,104
342,2019-07-03 22:02:03,187,107
650,2019-07-02 12:54:09,118,166
507,2019-07-02 06:16:43,140,90
44,2019-07-02 12:28:46,71,189
690,2019-07-03 00:44:39,147,6
131,2019-07-01 21:39:27,79,132
974,2019-07-01 17:58:51,121,32
498,2019-07-03 10:12:44,38,92
424,2019-07-01 15:21:28,162,129
585,2019-07-02 22:25:27,102,30
384,2019-07-03 11:17:16,138,187
991,2019-07-02 04:24:07,69,89
297,2019-07-02 11:36:05,169,177
532,2019-07-01 15:07:38,185,173
175,2019-07-03 06:54:22,78,17
71,2019-07-02 08:49:21,1,182
966,2019-07-03 22:46:37,147,144
554,2019-07-01 15:12:50,53,36
216,2019-07-02 13:42:31,93,14
711,2019-07-03 11:34:47,67,119
115,2019-07-01 20:58:56,44,74
648,2019-07-01 07:44:04,112,152
403,2019-07-02 08:47:00,9,131
616,2019-07-01 00:42:52,102,141
834,2019-07-03 18:59:10,93,56
206,2019-07-01 14:16:49,22,65
237,2019-07-02 08:27:08,45,60
854,2019-07-02 05:27:34,6,83
163,2019-07-03 13:36:07,110,101
779,2019-07-02 12:01:33,11,48
536,2019-07-02 22:52:10,138,192
399,2019-07-02 02:01:33,165,178
901,2019-07-01 01:05:08,134,184
114,2019-07-01 04:49:34,5,30
649,2019-07-02 01:03:49,157,17
577,2019-07-02 13:55:16,150,195
926,2019-07-01 18:58:47,189,162
864,2019-07-03 08:09:32,3,66
565,2019-07-03 17:41:59,96,192
191,2019-07-01 10:05:53,25,14
219,2019-07-02 17:08:42,6,111
305,2019-07-01 21:31:54,133,65
978,2019-07-03 01:00:54,198,3
746,2019-07-02 02:05:32,118,51
463,2019-07-01 19:40:07,158,96
580,2019-07-01 05:51:15,18,150
512,2019-07-02 07:30:58,130,92
606,2019-07-02 06:29:16,158,188
890,2019-07-03 21:19:37,166,11
187,2019-07-03 22:09:20,34,58
760,2019-07-02 14:53:48,184,82
228,2019-07-01 21:04:16,163,64
986,2019-07-03 19:58:13,75,142
822,2019-07-03 02:44:41,97,84
118,2019-07-01 02:49:31,152,153
834,2019-07-01 01:18:52,62,122
411,2019-07-02 13:41:06,171,177
422,2019-07-03 14:01:37,143,197
119,2019-07-03 09:38:44,33,46
401,2019-07-03 14:24:52,63,117
649,2019-07-03 06:45:46,103,97
173,2019-07-02 10:30:38,0,49
86,2019-07-02 00:45:15,131,113
254,2019-07-03 04:07:12,98,148
603,2019-07-02 00:28:57,96,163
422,2019-07-02 16:25:36,129,147
933,2019-07-03 09:19:10,190,77
172,2019-07-02 09:29:16,56,59
568,2019-07-01 23:15:10,123,124
540,2019-07-03 07:25:01,52,20
639,2019-07-01 23:36:32,48,122
789,2019-07-02 00:58:53,83,34
652,2019-07-02 12:10:40,160,5
49,2019-07-01 05:12:21,119,193
833,2019-07-02 03:57:29,84,139
105,2019-07-01 11:28:47,169,175
7,2019-07-03 17:00:35,7,75
618,2019-07-03 21:28:58,21,2
253,2019-07-01 00:45:13,160,193
13,2019-07-02 16:44:11,4,193
738,2019-07-01 12:46:28,69,139
172,2019-07-03 08:51:23,131,158
387,2019-07-02 16:23:08,132,53
468,2019-07-03 21:07:55,86,21
558,2019-07-02 00:55:53,34,178
634,2019-07-02 01:33:17,53,86
199,2019-07-01 13:13:56,157,93
257,2019-07-02 23:06:47,122,123
60,2019-07-02 16:32:43,192,171
56,2019-07-02 21:25:47,190,152
554,2019-07-03 17:28:16,185,63
32,2019-07-02 05:25:12,171,142
116,2019-07-03 15:54:38,51,133
132,2019-07-03 08:25:00,112,130
450,2019-07-03 20:08:14,44,189
414,2019-07-01 20:43:44,68,155
623,2019-07-02 10:30:24,144,28
324,2019-07-02 23:20:27,132,84
353,2019-07-01 11:34:10,122,86
509,2019-07-02 12:13:49,100,94
741,2019-07-01 14:46:19,113,139
901,2019-07-02 13:27:33,106,126
35,2019-07-01 21:31:27,185,91
49,2019-07-03 12:56:55,156,2
15,2019-07-02 23:06:14,167,108
580,2019-07-03 11:22:10,39,83
514,2019-07-03 01:49:40,52,119
932,2019-07-03 15:52:48,2,15
305,2019-07-03 15:55:07,176,82
545,2019-07-02 15:18:49,71,131
939,2019-07-03 23:35:13,97,62
633,2019-07-03 12:40:42,85,18
996,2019-07-01 10:31:56,181,160
441,2019-07-02 21:14:25,109,49
291,2019-07-01 19:39:23,21,181
516,2019-07-03 10:59:27,190,28
988,2019-07-01 03:22:02,162,111
443,2019-07-02 14:49:11,15,105
234,2019-07-03 23:09:05,0,69
963,2019-07-01 02:04:31,190,53
225,2019-07-03 23:34:39,80,49
565,2019-07-01 17:49:04,69,61
649,2019-07-01 03:55:37,157,107
479,2019-07-03 03:37:06,32,1
315,2019-07-01 15:29:28,84,71
979,2019-07-03 21:23:02,192,3
561,2019-07-02 14:56:09,26,160
330,2019-07-02 09:28:47,8,103
212,2019-07-01 17:29:39,170,150
457,2019-07-01 20:13:13,196,4
544,2019-07-01 10:21:29,135,101
682,2019-07-01 00:23:46,101,3
134,2019-07-02 09:35:51,15,185
106,2019-07-02 23:18:45,126,73
587,2019-07-03 14:13:21,134,103
837,2019-07-02 19:48:57,30,28
157,2019-07-03 16:50:50,132,171
913,2019-07-03 07:18:33,101,194
356,2019-07-01 17:19:44,1,140
927,2019-07-03 16:19:40,173,125
710,2019-07-01 02:17:28,145,10
808,2019-07-02 04:43:32,7,130
769,2019-07-03 21:31:25,102,67
47,2019-07-02 17:21:04,155,97
651,2019-07-03 19:13:06,155,38
498,2019-07-03 21:11:05,186,143
474,2019-07-02 07:43:09,183,135
330,2019-07-02 13:51:11,162,120
249,2019-07-03 10:54:31,183,126
508,2019-07-01 02:35:37,104,198
594,2019-07-02 13:22:14,151,93
977,2019-07-02 11:41:05,42,195
447,2019-07-01 23:27:25,186,56
308,2019-07-03 14:02:40,188,27
288,2019-07-01 15:29:05,127,69
251,2019-07-03 16:05:01,169,1
441,2019-07-01 06:03:27,130,58
839,2019-07-03 09:04:45,122,190
884,2019-07-01 08:08:54,128,137
546,2019-07-01 17:49:49,164,85
603,2019-07-01 20:11:58,157,133
575,2019-07-03 12:36:03,19,98
459,2019-07-01 18:09:17,58,0
431,2019-07-01 03:07:50,181,61
631,2019-07-02 08:18:16,22,113
787,2019-07-01 20:16:39,82,157
264,2019-07-01 22:17:24,186,177
183,2019-07-03 04:19:55,6,182
499,2019-07-02 15:58:26,181,133
648,2019-07-03 21:03:40,29,145
303,2019-07-03 01:24:51,50,66
316,2019-07-01 16:55:37,40,52
581,2019-07-02 03:29:08,144,126
817,2019-07-03 12:16:27,44,35
93,2019-07-03 09:48:25,7,156
873,2019-07-02 13:53:27,147,127
249,2019-07-03 20:15:57,147,77
626,2019-07-02 10:30:50,187,128
443,2019-07-01 18:05:13,182,26
948,2019-07-03 07:52:54,99,194
992,2019-07-03 12:16:31,185,188
614,2019-07-03 18:43:07,138,39
322,2019-07-01 23:07:33,26,78
305,2019-07-01 02:37:27,0,47
307,2019-07-01 14:53:25,87,101
174,2019-07-03 07:46:27,22,127
2,2019-07-03 16:16:07,19,27
317,2019-07-02 13:33:49,12,99
146,2019-07-03 21:35:18,153,122
998,2019-07-03 16:42:07,23,91
990,2019-07-03 12:32:23,122,176
573,2019-07-03 18:53:29,119,199
49,2019-07-02 15:35:56,198,127
476,2019-07-02 23:53:33,57,76
536,2019-07-01 22:15:13,146,48
149,2019-07-01 23:20:37,25,71
966,2019-07-01 10:27:59,30,26
681,2019-07-01 11:24:36,121,77
834,2019-07-02 08:22:59,10,139
303,2019-07-03 19:31:15,135,18
259,2019-07-01 23:35:33,13,189
69,2019-07-01 22:00:54,30,42
866,2019-07-02 15:23:59,86,69
225,2019-07-02 00:22:53,174,86
317,2019-07-01 21:46:24,89,196
134,2019-07-01 13:20:28,70,69
827,2019-07-01 09:41:11,77,82
591,2019-07-02 08:12:27,151,4
788,2019-07-01 21:03:33,195,178
436,2019-07-03 20:28:49,151,81
740,2019-07-01 11:31:22,171,193
590,2019-07-01 18:37:29,154,45
486,2019-07-03 14:49:39,40,160
116,2019-07-03 16:33:40,58,8
597,2019-07-02 00:56:26,69,130
390,2019-07-01 17:11:53,36,165
127,2019-07-02 01:27:07,115,158
776,2019-07-02 23:32:17,24,144
476,2019-07-01 10:37:03,5,180
40,2019-07-03 08:18:03,29,26
611,2019-07-01 04:54:32,95,172
300,2019-07-03 18:48:28,29,86
98,2019-07-03 08:44:42,52,173
501,2019-07-03 13:23:16,84,50
417,2019-07-01 16:30:43,67,197
676,2019-07-02 12:59:02,126,21
762,2019-07-02 08:31:35,6,168
803,2019-07-02 09:41:09,87,168
600,2019-07-01 19:35:24,152,82
854,2019-07-02 02:24:17,95,178
920,2019-07-03 07:44:04,71,137
833,2019-07-01 22:09:37,20,63
5,2019-07-02 15:52:01,23,113
157,2019-07-01 19:35:09,115,159
174,2019-07-02 06:30:49,158,107
662,2019-07-02 04:44:22,72,139
283,2019-07-01 01:52:09,93,140
371,2019-07-02 10:50:42,140,141
385,2019-07-03 10:04:43,4,121
981,2019-07-02 04:30:47,119,86
747,2019-07-02 10:13:51,69,187
550,2019-07-02 15:32:22,132,41
162,2019-07-01 17:26:29,193,159
687,2019-07-01 11:07:47,110,65
875,2019-07-02 22:42:28,149,78
969,2019-07-03 12:55:38,60,24
354,2019-07-01 21:52:25,36,146
321,2019-07-01 09:13:52,18,54
114,2019-07-01 17:56:24,94,11
217,2019-07-03 04:00:11,79,147
252,2019-07-02 19:10:04,2,161
578,2019-07-03 11:10:48,143,66
520,2019-07-03 16:00:53,111,25
678,2019-07-01 08:43:01,67,112
526,2019-07-03 17:21:24,54,92
393,2019-07-03 12:10:44,75,192
344,2019-07-03 11:58:42,6,33
776,2019-07-02 05:49:59,105,194
159,2019-07-01 07:59:39,183,18
156,2019-07-01 07:29:29,12,126
992,2019-07-03 21:49:00,29,153
33,2019-07-01 18:53:13,116,123
390,2019-07-02 14:21:46,79,152
721,2019-07-02 20:57:29,170,104
958,2019-07-01 20:35:42,89,123
475,2019-07-01 06:35:55,17,165
302,2019-07-01 02:28:11,76,45
490,2019-07-01 02:20:28,188,195
480,2019-07-02 06:35:24,186,152
559,2019-07-02 03:29:41,140,124
954,2019-07-02 10:59:59,5,187
902,2019-07-02 06:37:45,160,127
468,2019-07-03 04:58:42,192,82
929,2019-07-01 05:33:55,138,41
763,2019-07-03 16:37:08,74,4
728,2019-07-02 06:40:04,35,146
281,2019-07-02 17:34:34,175,23
725,2019-07-01 06:26:00,1,168
284,2019-07-01 00:26:28,188,130
382,2019-07-01 14:51:12,98,98
822,2019-07-01 07:53:15,108,181
259,2019-07-02 04:43:25,74,46
585,2019-07-02 19:15:07,105,188
33,2019-07-01 01:20:52,97,54
771,2019-07-02 23:52:12,22,199
947,2019-07-03 20:17:53,11,26
707,2019-07-01 14:13:26,9,3
543,2019-07-03 22:40:30,13,34
342,2019-07-01 04:06:11,186,152
247,2019-07-02 00:14:51,192,74
924,2019-07-02 23:59:29,198,111
577,2019-07-01 17:47:19,173,193
760,2019-07-02 06:36:18,3,166
171,2019-07-02 22:05:05,86,31
430,2019-07-02 21:18:35,178,18
694,2019-07-01 01:13:39,46,63
865,2019-07-01 03:58:43,173,51
974,2019-07-01 00:58:44,87,122
726,2019-07-02 06:42:39,156,114
57,2019-07-02 19:16:57,58,87
291,2019-07-01 15:57:48,2,17
525,2019-07-01 08:45:01,94,35
802,2019-07-01 02:40:03,155,2
824,2019-07-02 12:09:43,114,70
22,2019-07-01 13:24:49,146,76
33,2019-07-02 02:51:28,93,101
832,2019-07-02 00:47:20,160,36
5,2019-07-02 10:07:09,81,39
589,2019-07-02 18:54:45,66,139
225,2019-07-02 08:11:17,79,49
671,2019-07-02 00:28:58,180,29
657,2019-07-02 04:43:42,143,5
524,2019-07-01 21:24:08,13,7
95,2019-07-01 03:40:14,71,152
808,2019-07-01 00:12:53,95,98
705,2019-07-01 16:03:44,58,197
35,2019-07-02 08:09:21,60,91
989,2019-07-03 03:26:20,52,106
541,2019-07-03 22:17:17,99,90
235,2019-07-01 19:12:34,8,194
435,2019-07-03 18:01:43,157,82
476,2019-07-03 09:23:14,41,199
517,2019-07-01 19:01:50,21,181
145,2019-07-01 16:12:03,9,32
815,2019-07-02 06:56:00,21,167
481,2019-07-02 05:47:18,50,134
168,2019-07-03 01:05:13,182,15
220,2019-07-02 23:48:29,188,158
440,2019-07-02 02:01:01,104,46
422,2019-07-02 12:27:32,162,77
850,2019-07-02 07:37:25,137,146
279,2019-07-02 14:27:52,107,81
206,2019-07-01 20:05:37,10,168
660,2019-07-01 18:24:37,54,144
810,2019-07-02 06:00:25,184,198
334,2019-07-02 20:48:30,4,56
965,2019-07-03 01:49:05,76,170
310,2019-07-03 15:30:57,30,79
882,2019-07-01 03:20:47,179,141
3,2019-07-02 10:31:18,63,50
941,2019-07-01 13:44:46,116,7
431,2019-07-01 04:07:51,120,22
506,2019-07-01 18:13:09,134,40
649,2019-07-02 19:17:01,112,30
357,2019-07-01 16:30:30,139,177
822,2019-07-01 00:56:12,67,117
659,2019-07-02 22:06:02,126,98
